0,1,paths,img_shape
6848.jpg,Steel,./merged_data/train/6848.jpg,"(3, 1063, 2340)"
6849.jpg,Concrete,./merged_data/train/6849.jpg,"(3, 1438, 992)"
6850.jpg,Shingle,./merged_data/train/6850.jpg,"(3, 325, 281)"
6851.jpg,Steel,./merged_data/train/6851.jpg,"(3, 347, 93)"
6852.jpg,Steel,./merged_data/train/6852.jpg,"(3, 128, 75)"
6853.jpg,Shingle,./merged_data/train/6853.jpg,"(3, 935, 151)"
6854.jpg,Plastic & fabric,./merged_data/train/6854.jpg,"(3, 175, 139)"
6855.jpg,Plastic & fabric,./merged_data/train/6855.jpg,"(3, 146, 350)"
6856.jpg,Steel,./merged_data/train/6856.jpg,"(3, 1253, 439)"
6857.jpg,Plastic & fabric,./merged_data/train/6857.jpg,"(3, 313, 1198)"
6858.jpg,Adhered,./merged_data/train/6858.jpg,"(3, 625, 831)"
6859.jpg,Shingle,./merged_data/train/6859.jpg,"(3, 572, 327)"
6860.jpg,Plastic & fabric,./merged_data/train/6860.jpg,"(3, 464, 155)"
6861.jpg,Steel,./merged_data/train/6861.jpg,"(3, 162, 361)"
6862.jpg,Concrete,./merged_data/train/6862.jpg,"(3, 3563, 869)"
6863.jpg,Plastic & fabric,./merged_data/train/6863.jpg,"(3, 993, 642)"
6864.jpg,Shingle,./merged_data/train/6864.jpg,"(3, 1088, 1044)"
6865.jpg,Adhered,./merged_data/train/6865.jpg,"(3, 488, 425)"
6866.jpg,Ballasted,./merged_data/train/6866.jpg,"(3, 835, 317)"
6867.jpg,Concrete,./merged_data/train/6867.jpg,"(3, 1162, 1205)"
6868.jpg,Shingle,./merged_data/train/6868.jpg,"(3, 926, 182)"
6869.jpg,Concrete,./merged_data/train/6869.jpg,"(3, 1296, 558)"
6870.jpg,Steel,./merged_data/train/6870.jpg,"(3, 215, 134)"
6871.jpg,Steel,./merged_data/train/6871.jpg,"(3, 100, 87)"
6872.jpg,Steel,./merged_data/train/6872.jpg,"(3, 562, 564)"
6873.jpg,Adhered,./merged_data/train/6873.jpg,"(3, 1585, 696)"
6874.jpg,Plastic & fabric,./merged_data/train/6874.jpg,"(3, 643, 970)"
6875.jpg,Plastic & fabric,./merged_data/train/6875.jpg,"(3, 99, 177)"
6876.jpg,Shingle,./merged_data/train/6876.jpg,"(3, 118, 94)"
6877.jpg,Steel,./merged_data/train/6877.jpg,"(3, 467, 133)"
6878.jpg,Steel,./merged_data/train/6878.jpg,"(3, 610, 329)"
6879.jpg,Adhered,./merged_data/train/6879.jpg,"(3, 1002, 1018)"
6880.jpg,Steel,./merged_data/train/6880.jpg,"(3, 1521, 282)"
6881.jpg,Concrete,./merged_data/train/6881.jpg,"(3, 877, 1437)"
6882.jpg,Concrete,./merged_data/train/6882.jpg,"(3, 663, 718)"
6883.jpg,Plastic & fabric,./merged_data/train/6883.jpg,"(3, 133, 664)"
6884.jpg,Plastic & fabric,./merged_data/train/6884.jpg,"(3, 1671, 552)"
6885.jpg,Steel,./merged_data/train/6885.jpg,"(3, 231, 138)"
6886.jpg,Steel,./merged_data/train/6886.jpg,"(3, 244, 275)"
6887.jpg,Steel,./merged_data/train/6887.jpg,"(3, 749, 929)"
6888.jpg,Concrete,./merged_data/train/6888.jpg,"(3, 1726, 903)"
6889.jpg,Steel,./merged_data/train/6889.jpg,"(3, 419, 828)"
6890.jpg,Concrete,./merged_data/train/6890.jpg,"(3, 1821, 929)"
6891.jpg,Plastic & fabric,./merged_data/train/6891.jpg,"(3, 2728, 650)"
6892.jpg,Adhered,./merged_data/train/6892.jpg,"(3, 1095, 900)"
6893.jpg,Adhered,./merged_data/train/6893.jpg,"(3, 2072, 689)"
6894.jpg,Adhered,./merged_data/train/6894.jpg,"(3, 751, 76)"
6895.jpg,Steel,./merged_data/train/6895.jpg,"(3, 502, 735)"
6896.jpg,Ballasted,./merged_data/train/6896.jpg,"(3, 607, 937)"
6897.jpg,Plastic & fabric,./merged_data/train/6897.jpg,"(3, 1454, 1556)"
6898.jpg,Plastic & fabric,./merged_data/train/6898.jpg,"(3, 1381, 389)"
6899.jpg,Steel,./merged_data/train/6899.jpg,"(3, 429, 231)"
6900.jpg,Steel,./merged_data/train/6900.jpg,"(3, 353, 120)"
6901.jpg,Steel,./merged_data/train/6901.jpg,"(3, 953, 169)"
6902.jpg,Steel,./merged_data/train/6902.jpg,"(3, 587, 624)"
6903.jpg,Steel,./merged_data/train/6903.jpg,"(3, 78, 102)"
6904.jpg,Steel,./merged_data/train/6904.jpg,"(3, 706, 463)"
6905.jpg,Ballasted,./merged_data/train/6905.jpg,"(3, 3831, 2061)"
6906.jpg,Ballasted,./merged_data/train/6906.jpg,"(3, 765, 639)"
6907.jpg,Adhered,./merged_data/train/6907.jpg,"(3, 982, 1107)"
6908.jpg,Plastic & fabric,./merged_data/train/6908.jpg,"(3, 146, 217)"
6909.jpg,Plastic & fabric,./merged_data/train/6909.jpg,"(3, 332, 113)"
6910.jpg,Adhered,./merged_data/train/6910.jpg,"(3, 1611, 1216)"
6911.jpg,Adhered,./merged_data/train/6911.jpg,"(3, 66, 136)"
6912.jpg,Shingle,./merged_data/train/6912.jpg,"(3, 320, 283)"
6913.jpg,Concrete,./merged_data/train/6913.jpg,"(3, 1156, 682)"
6914.jpg,Steel,./merged_data/train/6914.jpg,"(3, 208, 291)"
6915.jpg,Plastic & fabric,./merged_data/train/6915.jpg,"(3, 1406, 657)"
6916.jpg,Adhered,./merged_data/train/6916.jpg,"(3, 733, 204)"
6917.jpg,Plastic & fabric,./merged_data/train/6917.jpg,"(3, 181, 129)"
6918.jpg,Steel,./merged_data/train/6918.jpg,"(3, 736, 233)"
6919.jpg,Adhered,./merged_data/train/6919.jpg,"(3, 552, 384)"
6920.jpg,Concrete,./merged_data/train/6920.jpg,"(3, 1939, 1368)"
6921.jpg,Plastic & fabric,./merged_data/train/6921.jpg,"(3, 1079, 831)"
6922.jpg,Adhered,./merged_data/train/6922.jpg,"(3, 675, 578)"
6923.jpg,Shingle,./merged_data/train/6923.jpg,"(3, 359, 338)"
6924.jpg,Steel,./merged_data/train/6924.jpg,"(3, 394, 490)"
6925.jpg,Steel,./merged_data/train/6925.jpg,"(3, 80, 62)"
6926.jpg,Steel,./merged_data/train/6926.jpg,"(3, 804, 1692)"
6927.jpg,Steel,./merged_data/train/6927.jpg,"(3, 580, 1180)"
6928.jpg,Concrete,./merged_data/train/6928.jpg,"(3, 2709, 3287)"
6929.jpg,Adhered,./merged_data/train/6929.jpg,"(3, 469, 334)"
6930.jpg,Adhered,./merged_data/train/6930.jpg,"(3, 149, 194)"
6931.jpg,Plastic & fabric,./merged_data/train/6931.jpg,"(3, 254, 127)"
6932.jpg,Steel,./merged_data/train/6932.jpg,"(3, 635, 143)"
6933.jpg,Shingle,./merged_data/train/6933.jpg,"(3, 750, 346)"
6934.jpg,Adhered,./merged_data/train/6934.jpg,"(3, 1600, 1413)"
6935.jpg,Ballasted,./merged_data/train/6935.jpg,"(3, 2164, 3278)"
6936.jpg,Ballasted,./merged_data/train/6936.jpg,"(3, 630, 1085)"
6937.jpg,Ballasted,./merged_data/train/6937.jpg,"(3, 1312, 914)"
6938.jpg,Ballasted,./merged_data/train/6938.jpg,"(3, 799, 324)"
6939.jpg,Adhered,./merged_data/train/6939.jpg,"(3, 1840, 3210)"
6940.jpg,Shingle,./merged_data/train/6940.jpg,"(3, 320, 283)"
6941.jpg,Ballasted,./merged_data/train/6941.jpg,"(3, 770, 356)"
6942.jpg,Concrete,./merged_data/train/6942.jpg,"(3, 593, 939)"
6943.jpg,Plastic & fabric,./merged_data/train/6943.jpg,"(3, 175, 91)"
6944.jpg,Steel,./merged_data/train/6944.jpg,"(3, 936, 494)"
6945.jpg,Shingle,./merged_data/train/6945.jpg,"(3, 1106, 269)"
6946.jpg,Ballasted,./merged_data/train/6946.jpg,"(3, 275, 1190)"
6947.jpg,Adhered,./merged_data/train/6947.jpg,"(3, 411, 1811)"
6948.jpg,Plastic & fabric,./merged_data/train/6948.jpg,"(3, 257, 379)"
6949.jpg,Plastic & fabric,./merged_data/train/6949.jpg,"(3, 774, 554)"
6950.jpg,Shingle,./merged_data/train/6950.jpg,"(3, 409, 204)"
6951.jpg,Concrete,./merged_data/train/6951.jpg,"(3, 1052, 2066)"
6952.jpg,Shingle,./merged_data/train/6952.jpg,"(3, 106, 61)"
6953.jpg,Shingle,./merged_data/train/6953.jpg,"(3, 314, 278)"
6954.jpg,Adhered,./merged_data/train/6954.jpg,"(3, 747, 152)"
6955.jpg,Steel,./merged_data/train/6955.jpg,"(3, 511, 436)"
6956.jpg,Concrete,./merged_data/train/6956.jpg,"(3, 711, 1103)"
6957.jpg,Adhered,./merged_data/train/6957.jpg,"(3, 1287, 711)"
6958.jpg,Steel,./merged_data/train/6958.jpg,"(3, 780, 915)"
6959.jpg,Shingle,./merged_data/train/6959.jpg,"(3, 1290, 571)"
6960.jpg,Adhered,./merged_data/train/6960.jpg,"(3, 382, 309)"
6961.jpg,Steel,./merged_data/train/6961.jpg,"(3, 654, 392)"
6962.jpg,Plastic & fabric,./merged_data/train/6962.jpg,"(3, 147, 270)"
6963.jpg,Ballasted,./merged_data/train/6963.jpg,"(3, 879, 667)"
6964.jpg,Steel,./merged_data/train/6964.jpg,"(3, 547, 513)"
6965.jpg,Concrete,./merged_data/train/6965.jpg,"(3, 1165, 926)"
6966.jpg,Shingle,./merged_data/train/6966.jpg,"(3, 1511, 77)"
6967.jpg,Ballasted,./merged_data/train/6967.jpg,"(3, 1390, 1772)"
6968.jpg,Steel,./merged_data/train/6968.jpg,"(3, 654, 392)"
6969.jpg,Adhered,./merged_data/train/6969.jpg,"(3, 1206, 348)"
6970.jpg,Steel,./merged_data/train/6970.jpg,"(3, 434, 298)"
6971.jpg,Adhered,./merged_data/train/6971.jpg,"(3, 1102, 455)"
6972.jpg,Steel,./merged_data/train/6972.jpg,"(3, 60, 40)"
6973.jpg,Concrete,./merged_data/train/6973.jpg,"(3, 2042, 1232)"
6974.jpg,Plastic & fabric,./merged_data/train/6974.jpg,"(3, 1318, 1412)"
6975.jpg,Steel,./merged_data/train/6975.jpg,"(3, 1057, 809)"
6976.jpg,Steel,./merged_data/train/6976.jpg,"(3, 182, 242)"
6977.jpg,Adhered,./merged_data/train/6977.jpg,"(3, 569, 423)"
6978.jpg,Adhered,./merged_data/train/6978.jpg,"(3, 354, 1488)"
6979.jpg,Adhered,./merged_data/train/6979.jpg,"(3, 623, 536)"
6980.jpg,Steel,./merged_data/train/6980.jpg,"(3, 932, 670)"
6981.jpg,Concrete,./merged_data/train/6981.jpg,"(3, 587, 1125)"
6982.jpg,Concrete,./merged_data/train/6982.jpg,"(3, 1097, 1443)"
6983.jpg,Steel,./merged_data/train/6983.jpg,"(3, 500, 343)"
6984.jpg,Adhered,./merged_data/train/6984.jpg,"(3, 878, 748)"
6985.jpg,Steel,./merged_data/train/6985.jpg,"(3, 756, 412)"
6986.jpg,Shingle,./merged_data/train/6986.jpg,"(3, 371, 645)"
6987.jpg,Steel,./merged_data/train/6987.jpg,"(3, 646, 211)"
6988.jpg,Concrete,./merged_data/train/6988.jpg,"(3, 1814, 2193)"
6989.jpg,Adhered,./merged_data/train/6989.jpg,"(3, 331, 314)"
6990.jpg,Steel,./merged_data/train/6990.jpg,"(3, 2687, 1339)"
6991.jpg,Adhered,./merged_data/train/6991.jpg,"(3, 693, 488)"
6992.jpg,Steel,./merged_data/train/6992.jpg,"(3, 288, 181)"
6993.jpg,Shingle,./merged_data/train/6993.jpg,"(3, 651, 367)"
6994.jpg,Steel,./merged_data/train/6994.jpg,"(3, 400, 379)"
6995.jpg,Concrete,./merged_data/train/6995.jpg,"(3, 1567, 1359)"
6996.jpg,Steel,./merged_data/train/6996.jpg,"(3, 80, 62)"
6997.jpg,Plastic & fabric,./merged_data/train/6997.jpg,"(3, 724, 563)"
6998.jpg,Concrete,./merged_data/train/6998.jpg,"(3, 1187, 586)"
6999.jpg,Shingle,./merged_data/train/6999.jpg,"(3, 508, 335)"
7000.jpg,Concrete,./merged_data/train/7000.jpg,"(3, 1535, 1706)"
7001.jpg,Steel,./merged_data/train/7001.jpg,"(3, 1038, 488)"
7002.jpg,Concrete,./merged_data/train/7002.jpg,"(3, 2687, 606)"
7003.jpg,Shingle,./merged_data/train/7003.jpg,"(3, 323, 273)"
7004.jpg,Plastic & fabric,./merged_data/train/7004.jpg,"(3, 184, 440)"
7005.jpg,Shingle,./merged_data/train/7005.jpg,"(3, 873, 585)"
7006.jpg,Plastic & fabric,./merged_data/train/7006.jpg,"(3, 233, 147)"
7007.jpg,Steel,./merged_data/train/7007.jpg,"(3, 248, 262)"
7008.jpg,Shingle,./merged_data/train/7008.jpg,"(3, 113, 63)"
7009.jpg,Steel,./merged_data/train/7009.jpg,"(3, 769, 377)"
7010.jpg,Plastic & fabric,./merged_data/train/7010.jpg,"(3, 312, 219)"
7011.jpg,Steel,./merged_data/train/7011.jpg,"(3, 1030, 883)"
7012.jpg,Shingle,./merged_data/train/7012.jpg,"(3, 454, 441)"
7013.jpg,Steel,./merged_data/train/7013.jpg,"(3, 378, 1536)"
7014.jpg,Plastic & fabric,./merged_data/train/7014.jpg,"(3, 2728, 650)"
7015.jpg,Steel,./merged_data/train/7015.jpg,"(3, 1127, 1110)"
7016.jpg,Steel,./merged_data/train/7016.jpg,"(3, 547, 513)"
7017.jpg,Adhered,./merged_data/train/7017.jpg,"(3, 742, 1021)"
7018.jpg,Adhered,./merged_data/train/7018.jpg,"(3, 1386, 984)"
7019.jpg,Concrete,./merged_data/train/7019.jpg,"(3, 3250, 1980)"
7020.jpg,Adhered,./merged_data/train/7020.jpg,"(3, 393, 589)"
7021.jpg,Shingle,./merged_data/train/7021.jpg,"(3, 807, 469)"
7022.jpg,Steel,./merged_data/train/7022.jpg,"(3, 93, 60)"
7023.jpg,Steel,./merged_data/train/7023.jpg,"(3, 647, 431)"
7024.jpg,Ballasted,./merged_data/train/7024.jpg,"(3, 2441, 1193)"
7025.jpg,Steel,./merged_data/train/7025.jpg,"(3, 346, 156)"
7026.jpg,Adhered,./merged_data/train/7026.jpg,"(3, 385, 616)"
7027.jpg,Shingle,./merged_data/train/7027.jpg,"(3, 581, 736)"
7028.jpg,Steel,./merged_data/train/7028.jpg,"(3, 434, 294)"
7029.jpg,Adhered,./merged_data/train/7029.jpg,"(3, 1167, 796)"
7030.jpg,Steel,./merged_data/train/7030.jpg,"(3, 416, 458)"
7031.jpg,Steel,./merged_data/train/7031.jpg,"(3, 442, 233)"
7032.jpg,Concrete,./merged_data/train/7032.jpg,"(3, 961, 2801)"
7033.jpg,Ballasted,./merged_data/train/7033.jpg,"(3, 727, 280)"
7034.jpg,Adhered,./merged_data/train/7034.jpg,"(3, 358, 358)"
7035.jpg,Adhered,./merged_data/train/7035.jpg,"(3, 207, 392)"
7036.jpg,Plastic & fabric,./merged_data/train/7036.jpg,"(3, 99, 81)"
7037.jpg,Steel,./merged_data/train/7037.jpg,"(3, 843, 353)"
7038.jpg,Concrete,./merged_data/train/7038.jpg,"(3, 1469, 795)"
7039.jpg,Shingle,./merged_data/train/7039.jpg,"(3, 487, 590)"
7040.jpg,Concrete,./merged_data/train/7040.jpg,"(3, 480, 570)"
7041.jpg,Ballasted,./merged_data/train/7041.jpg,"(3, 3410, 8053)"
7042.jpg,Concrete,./merged_data/train/7042.jpg,"(3, 1388, 1527)"
7043.jpg,Concrete,./merged_data/train/7043.jpg,"(3, 1091, 840)"
7044.jpg,Shingle,./merged_data/train/7044.jpg,"(3, 409, 155)"
7045.jpg,Steel,./merged_data/train/7045.jpg,"(3, 672, 448)"
7046.jpg,Plastic & fabric,./merged_data/train/7046.jpg,"(3, 254, 127)"
7047.jpg,Steel,./merged_data/train/7047.jpg,"(3, 264, 585)"
7048.jpg,Steel,./merged_data/train/7048.jpg,"(3, 525, 450)"
7049.jpg,Plastic & fabric,./merged_data/train/7049.jpg,"(3, 142, 428)"
7050.jpg,Plastic & fabric,./merged_data/train/7050.jpg,"(3, 2818, 1288)"
7051.jpg,Shingle,./merged_data/train/7051.jpg,"(3, 214, 974)"
7052.jpg,Concrete,./merged_data/train/7052.jpg,"(3, 1406, 1663)"
7053.jpg,Ballasted,./merged_data/train/7053.jpg,"(3, 1674, 358)"
7054.jpg,Shingle,./merged_data/train/7054.jpg,"(3, 757, 275)"
7055.jpg,Shingle,./merged_data/train/7055.jpg,"(3, 444, 217)"
7056.jpg,Plastic & fabric,./merged_data/train/7056.jpg,"(3, 236, 104)"
7057.jpg,Shingle,./merged_data/train/7057.jpg,"(3, 346, 156)"
7058.jpg,Concrete,./merged_data/train/7058.jpg,"(3, 691, 853)"
7059.jpg,Shingle,./merged_data/train/7059.jpg,"(3, 227, 100)"
7060.jpg,Concrete,./merged_data/train/7060.jpg,"(3, 658, 2087)"
7061.jpg,Steel,./merged_data/train/7061.jpg,"(3, 1600, 1680)"
7062.jpg,Shingle,./merged_data/train/7062.jpg,"(3, 373, 392)"
7063.jpg,Ballasted,./merged_data/train/7063.jpg,"(3, 1265, 727)"
7064.jpg,Concrete,./merged_data/train/7064.jpg,"(3, 1394, 1053)"
7065.jpg,Steel,./merged_data/train/7065.jpg,"(3, 255, 156)"
7066.jpg,Steel,./merged_data/train/7066.jpg,"(3, 85, 57)"
7067.jpg,Shingle,./merged_data/train/7067.jpg,"(3, 750, 346)"
7068.jpg,Plastic & fabric,./merged_data/train/7068.jpg,"(3, 1172, 411)"
7069.jpg,Plastic & fabric,./merged_data/train/7069.jpg,"(3, 459, 313)"
7070.jpg,Plastic & fabric,./merged_data/train/7070.jpg,"(3, 1186, 956)"
7071.jpg,Plastic & fabric,./merged_data/train/7071.jpg,"(3, 1275, 1549)"
7072.jpg,Plastic & fabric,./merged_data/train/7072.jpg,"(3, 102, 133)"
7073.jpg,Ballasted,./merged_data/train/7073.jpg,"(3, 975, 1209)"
7074.jpg,Concrete,./merged_data/train/7074.jpg,"(3, 1527, 969)"
7075.jpg,Ballasted,./merged_data/train/7075.jpg,"(3, 636, 381)"
7076.jpg,Shingle,./merged_data/train/7076.jpg,"(3, 545, 158)"
7077.jpg,Shingle,./merged_data/train/7077.jpg,"(3, 2404, 594)"
7078.jpg,Steel,./merged_data/train/7078.jpg,"(3, 444, 468)"
7079.jpg,Plastic & fabric,./merged_data/train/7079.jpg,"(3, 785, 576)"
7080.jpg,Ballasted,./merged_data/train/7080.jpg,"(3, 576, 308)"
7081.jpg,Ballasted,./merged_data/train/7081.jpg,"(3, 1805, 1036)"
7082.jpg,Concrete,./merged_data/train/7082.jpg,"(3, 657, 550)"
7083.jpg,Shingle,./merged_data/train/7083.jpg,"(3, 312, 729)"
7084.jpg,Plastic & fabric,./merged_data/train/7084.jpg,"(3, 766, 414)"
7085.jpg,Adhered,./merged_data/train/7085.jpg,"(3, 476, 1295)"
7086.jpg,Adhered,./merged_data/train/7086.jpg,"(3, 330, 605)"
7087.jpg,Concrete,./merged_data/train/7087.jpg,"(3, 602, 671)"
7088.jpg,Concrete,./merged_data/train/7088.jpg,"(3, 587, 1125)"
7089.jpg,Adhered,./merged_data/train/7089.jpg,"(3, 216, 326)"
7090.jpg,Steel,./merged_data/train/7090.jpg,"(3, 117, 72)"
7091.jpg,Plastic & fabric,./merged_data/train/7091.jpg,"(3, 670, 285)"
7092.jpg,Steel,./merged_data/train/7092.jpg,"(3, 1050, 549)"
7093.jpg,Concrete,./merged_data/train/7093.jpg,"(3, 877, 1437)"
7094.jpg,Concrete,./merged_data/train/7094.jpg,"(3, 846, 3738)"
7095.jpg,Concrete,./merged_data/train/7095.jpg,"(3, 2343, 1827)"
7096.jpg,Shingle,./merged_data/train/7096.jpg,"(3, 265, 121)"
7097.jpg,Shingle,./merged_data/train/7097.jpg,"(3, 334, 646)"
7098.jpg,Steel,./merged_data/train/7098.jpg,"(3, 590, 662)"
7099.jpg,Ballasted,./merged_data/train/7099.jpg,"(3, 1160, 891)"
7100.jpg,Concrete,./merged_data/train/7100.jpg,"(3, 650, 526)"
7101.jpg,Steel,./merged_data/train/7101.jpg,"(3, 3586, 2256)"
7102.jpg,Ballasted,./merged_data/train/7102.jpg,"(3, 1209, 1387)"
7103.jpg,Steel,./merged_data/train/7103.jpg,"(3, 421, 191)"
7104.jpg,Shingle,./merged_data/train/7104.jpg,"(3, 498, 389)"
7105.jpg,Ballasted,./merged_data/train/7105.jpg,"(3, 1659, 583)"
7106.jpg,Steel,./merged_data/train/7106.jpg,"(3, 934, 365)"
7107.jpg,Plastic & fabric,./merged_data/train/7107.jpg,"(3, 188, 234)"
7108.jpg,Plastic & fabric,./merged_data/train/7108.jpg,"(3, 363, 195)"
7109.jpg,Plastic & fabric,./merged_data/train/7109.jpg,"(3, 98, 313)"
7110.jpg,Adhered,./merged_data/train/7110.jpg,"(3, 961, 376)"
7111.jpg,Shingle,./merged_data/train/7111.jpg,"(3, 173, 108)"
7112.jpg,Plastic & fabric,./merged_data/train/7112.jpg,"(3, 85, 198)"
7113.jpg,Adhered,./merged_data/train/7113.jpg,"(3, 854, 412)"
7114.jpg,Concrete,./merged_data/train/7114.jpg,"(3, 1926, 1358)"
7115.jpg,Adhered,./merged_data/train/7115.jpg,"(3, 217, 664)"
7116.jpg,Adhered,./merged_data/train/7116.jpg,"(3, 660, 606)"
7117.jpg,Shingle,./merged_data/train/7117.jpg,"(3, 222, 330)"
7118.jpg,Adhered,./merged_data/train/7118.jpg,"(3, 803, 751)"
7119.jpg,Ballasted,./merged_data/train/7119.jpg,"(3, 1933, 1873)"
7120.jpg,Shingle,./merged_data/train/7120.jpg,"(3, 398, 482)"
7121.jpg,Concrete,./merged_data/train/7121.jpg,"(3, 1479, 622)"
7122.jpg,Steel,./merged_data/train/7122.jpg,"(3, 214, 159)"
7123.jpg,Concrete,./merged_data/train/7123.jpg,"(3, 1713, 1830)"
7124.jpg,Steel,./merged_data/train/7124.jpg,"(3, 209, 132)"
7125.jpg,Shingle,./merged_data/train/7125.jpg,"(3, 214, 151)"
7126.jpg,Shingle,./merged_data/train/7126.jpg,"(3, 364, 418)"
7127.jpg,Shingle,./merged_data/train/7127.jpg,"(3, 335, 141)"
7128.jpg,Ballasted,./merged_data/train/7128.jpg,"(3, 1525, 1136)"
7129.jpg,Adhered,./merged_data/train/7129.jpg,"(3, 1095, 900)"
7130.jpg,Plastic & fabric,./merged_data/train/7130.jpg,"(3, 592, 534)"
7131.jpg,Steel,./merged_data/train/7131.jpg,"(3, 1870, 1023)"
7132.jpg,Adhered,./merged_data/train/7132.jpg,"(3, 741, 404)"
7133.jpg,Steel,./merged_data/train/7133.jpg,"(3, 862, 309)"
7134.jpg,Steel,./merged_data/train/7134.jpg,"(3, 208, 229)"
7135.jpg,Adhered,./merged_data/train/7135.jpg,"(3, 876, 611)"
7136.jpg,Shingle,./merged_data/train/7136.jpg,"(3, 997, 394)"
7137.jpg,Concrete,./merged_data/train/7137.jpg,"(3, 1868, 1325)"
7138.jpg,Ballasted,./merged_data/train/7138.jpg,"(3, 1322, 1055)"
7139.jpg,Plastic & fabric,./merged_data/train/7139.jpg,"(3, 167, 167)"
7140.jpg,Steel,./merged_data/train/7140.jpg,"(3, 1313, 531)"
7141.jpg,Adhered,./merged_data/train/7141.jpg,"(3, 348, 93)"
7142.jpg,Steel,./merged_data/train/7142.jpg,"(3, 1442, 876)"
7143.jpg,Concrete,./merged_data/train/7143.jpg,"(3, 979, 1448)"
7144.jpg,Shingle,./merged_data/train/7144.jpg,"(3, 347, 246)"
7145.jpg,Steel,./merged_data/train/7145.jpg,"(3, 297, 179)"
7146.jpg,Steel,./merged_data/train/7146.jpg,"(3, 459, 150)"
7147.jpg,Ballasted,./merged_data/train/7147.jpg,"(3, 865, 1382)"
7148.jpg,Adhered,./merged_data/train/7148.jpg,"(3, 434, 1908)"
7149.jpg,Concrete,./merged_data/train/7149.jpg,"(3, 1202, 1198)"
7150.jpg,Plastic & fabric,./merged_data/train/7150.jpg,"(3, 266, 153)"
7151.jpg,Steel,./merged_data/train/7151.jpg,"(3, 1533, 1888)"
7152.jpg,Steel,./merged_data/train/7152.jpg,"(3, 913, 739)"
7153.jpg,Adhered,./merged_data/train/7153.jpg,"(3, 813, 675)"
7154.jpg,Shingle,./merged_data/train/7154.jpg,"(3, 675, 590)"
7155.jpg,Shingle,./merged_data/train/7155.jpg,"(3, 232, 140)"
7156.jpg,Adhered,./merged_data/train/7156.jpg,"(3, 3574, 3228)"
7157.jpg,Ballasted,./merged_data/train/7157.jpg,"(3, 1292, 1020)"
7158.jpg,Steel,./merged_data/train/7158.jpg,"(3, 592, 565)"
7159.jpg,Steel,./merged_data/train/7159.jpg,"(3, 694, 560)"
7160.jpg,Shingle,./merged_data/train/7160.jpg,"(3, 645, 159)"
7161.jpg,Concrete,./merged_data/train/7161.jpg,"(3, 1704, 870)"
7162.jpg,Plastic & fabric,./merged_data/train/7162.jpg,"(3, 2029, 1255)"
7163.jpg,Steel,./merged_data/train/7163.jpg,"(3, 267, 201)"
7164.jpg,Steel,./merged_data/train/7164.jpg,"(3, 863, 795)"
7165.jpg,Shingle,./merged_data/train/7165.jpg,"(3, 199, 178)"
7166.jpg,Shingle,./merged_data/train/7166.jpg,"(3, 484, 432)"
7167.jpg,Concrete,./merged_data/train/7167.jpg,"(3, 547, 371)"
7168.jpg,Steel,./merged_data/train/7168.jpg,"(3, 1209, 436)"
7169.jpg,Ballasted,./merged_data/train/7169.jpg,"(3, 824, 320)"
7170.jpg,Steel,./merged_data/train/7170.jpg,"(3, 260, 144)"
7171.jpg,Shingle,./merged_data/train/7171.jpg,"(3, 477, 747)"
7172.jpg,Concrete,./merged_data/train/7172.jpg,"(3, 3516, 1259)"
7173.jpg,Steel,./merged_data/train/7173.jpg,"(3, 1083, 4492)"
7174.jpg,Plastic & fabric,./merged_data/train/7174.jpg,"(3, 110, 183)"
7175.jpg,Steel,./merged_data/train/7175.jpg,"(3, 171, 119)"
7176.jpg,Shingle,./merged_data/train/7176.jpg,"(3, 338, 544)"
7177.jpg,Adhered,./merged_data/train/7177.jpg,"(3, 962, 346)"
7178.jpg,Ballasted,./merged_data/train/7178.jpg,"(3, 1726, 2115)"
7179.jpg,Steel,./merged_data/train/7179.jpg,"(3, 814, 545)"
7180.jpg,Steel,./merged_data/train/7180.jpg,"(3, 804, 1692)"
7181.jpg,Steel,./merged_data/train/7181.jpg,"(3, 342, 1093)"
7182.jpg,Steel,./merged_data/train/7182.jpg,"(3, 560, 434)"
7183.jpg,Adhered,./merged_data/train/7183.jpg,"(3, 1399, 403)"
7184.jpg,Adhered,./merged_data/train/7184.jpg,"(3, 672, 187)"
7185.jpg,Shingle,./merged_data/train/7185.jpg,"(3, 430, 1054)"
7186.jpg,Ballasted,./merged_data/train/7186.jpg,"(3, 4303, 2473)"
7187.jpg,Shingle,./merged_data/train/7187.jpg,"(3, 113, 57)"
7188.jpg,Shingle,./merged_data/train/7188.jpg,"(3, 246, 140)"
7189.jpg,Steel,./merged_data/train/7189.jpg,"(3, 185, 144)"
7190.jpg,Plastic & fabric,./merged_data/train/7190.jpg,"(3, 675, 1118)"
7191.jpg,Adhered,./merged_data/train/7191.jpg,"(3, 1164, 1577)"
7192.jpg,Shingle,./merged_data/train/7192.jpg,"(3, 235, 320)"
7193.jpg,Concrete,./merged_data/train/7193.jpg,"(3, 1129, 600)"
7194.jpg,Adhered,./merged_data/train/7194.jpg,"(3, 661, 556)"
7195.jpg,Concrete,./merged_data/train/7195.jpg,"(3, 1466, 571)"
7196.jpg,Plastic & fabric,./merged_data/train/7196.jpg,"(3, 320, 220)"
7197.jpg,Steel,./merged_data/train/7197.jpg,"(3, 784, 1258)"
